css3	CSS preprocessors	sass	http://sass-lang.com	
css3	Validation	jigsaw	http://jigsaw.w3.org/css-validator	
css3	Test web sites	css3test	http://css3test.com	
css3	Color scheme	colorschemedesigner	http://colorschemedesigner.com	
css3	Color scheme	colorcombos	http://colorcombos.com	
css3	Color scheme	adobe kuler color-wheel	https://kuler.adobe.com/create/color-wheel	
css3	CSS easing animation tools	cubic-bezier	http://cubic-bezier.com	
css3	CSS easing animation tools	ceaser	http://matthewlein.com/ceaser	
css3	Lorem Ipsum	lipsum	http://es.lipsum.com	
css3	CSS3 Generator	css3generator	http://css3generator.com	
css3	CSS3 Generator	css3 mikeplate	http://css3.mikeplate.com	
css3	CSS3 Generator	css3.me	http://www.css3.me	
css3	CSS3 Generator	colorzilla gradient-editor	http://www.colorzilla.com/gradient-editor	
css3	Fonts	fontsquirrel	http://www.fontsquirrel.com	
css3	Fonts	google fonts	https://www.google.com/fonts	
css3	Fonts	cooltext	http://cooltext.com	
css3	Fonts	Font-Awesome	http://fortawesome.github.io/Font-Awesome/	
css3	Fonts	glyphicon - fontello	http://fontello.com/	
css3	Icons	mricons	http://www.mricons.com	
css3	Icons	logotypemaker	http://logotypemaker.com	
css3	Icons	icomoon	http://icomoon.io/	
css3	Icons	flaticon	http://www.flaticon.com/search/point	
css3	Icons	linea.io	http://linea.io/	
css3	Icons	deviantart	http://brsev.deviantart.com/art/Token-128429570	
css3	Miscellaneous	psd2css	http://psd2cssonline.com	Convertir photoshop/gimp a css
javascript	Polyfills	Html5shiv	http://html5shim.googlecode.com/svn/trunk/html5.js	"enables" html5 in older versions of IE
javascript	Polyfills	Respond.js	https://github.com/scottjehl/Respond	enables media queries support for IE8 and below
javascript	Polyfills	selectivizr	http://selectivizr.com/	emulates CSS3 pseudo-classes and attribute selectors in Internet Explorer 6-8
javascript	Polyfills	html5-details-jquery	http://mathiasbynens.be/notes/html5-details-jquery	polyfill details tag (hide txt)
javascript	Javascript libraries	requirejs	http://requirejs.org	
javascript	Javascript libraries	prefixfree	https://github.com/LeaVerou/prefixfree	Add css vendor prefix automatically
javascript	Javascript libraries	Modernizr	http://modernizr.com/	JavaScript library that detects HTML5 and CSS3 features in the userâ€™s browser
javascript	Javascript libraries	underscore	http://underscorejs.org/	Useful functional programming helpers
javascript	Javascript libraries	yepnope	http://yepnopejs.com/	Super-fast asynchronous conditional resource loader. Allows you to load only the scripts that your users need
javascript	Javascript libraries	Mobify	http://www.mobify.com/	Improving responsive sites by providing responsive images, JS/CSS optimization, Adaptive Templating and more
javascript	Javascript libraries	htmltable_export	http://ngiriraj.com/pages/htmltable_export/demo.php	
javascript	Javascript libraries	tableExport	http://kayalshri.github.io/tableExport.jquery.plugin/	jquery plugin
javascript	Javascript libraries	jsPDF	https://github.com/MrRio/jsPDF	Generate PDF files in JavaScript
javascript	Javascript libraries	FileSaver	https://github.com/eligrey/FileSaver.js/	An HTML5 saveAs() FileSaver implementation
javascript	CDNs	cdnjs	http://cdnjs.com	
javascript	Javascript canvas libraries	kineticjs	http://kineticjs.com	
javascript	Javascript canvas libraries	gojs	http://www.gojs.net/latest/index.html	
javascript	Javascript canvas libraries	threejs	http://threejs.org	
javascript	Javascript frameworks	montagejs	http://montagejs.org	
